tema,regione,provincia,scuola,codice_meccanografico,ordine_grado,tipo_scuola,categoria,titolo,ambiti_attivita
Lingue Straniere; Intercultura e Lingue; Orientamento,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Corso di alfabetizzazione alla lingua e cultura greca (Alpha Beta),Lingue Straniere | Intercultura | Orientamento
Lingue Straniere; Orientamento,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Percorso di certificazione linguistica (Trinity/Delf/Dele),Lingue Straniere | Orientamento
Matematica e Logica; STEM e Ricerca; Orientamento,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Giochi matematici Bocconi e Giochi del Mediterraneo,Matematica e Logica | Scienze e Ricerca | Orientamento
Digitalizzazione; PCTO/Alternanza; Orientamento,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Corso per il conseguimento della Patente Europea del Computer (ICDL),Digitalizzazione | PCTO/Alternanza | Orientamento
Cittadinanza e Legalità; STEM e Ricerca; Lettura e Scrittura,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Concorso Martiri di Pratolungo,Cittadinanza e Legalità | Educazione Civica | Scienze e Ricerca | Lettura e Scrittura
Orientamento; Cittadinanza e Legalità; Sostenibilità e Ambiente; Arte e Creatività; Sport e Benessere; STEM e Ricerca; Lettura e Scrittura; Matematica e Logica; Intercultura e Lingue; Continuità e Accoglienza,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Viaggi d'istruzione,Orientamento | Cittadinanza e Legalità | Educazione Civica | Sostenibilità e Ambiente | Arte e Creatività | Sport e Benessere | Scienze e Ricerca | Lettura e Scrittura | Matematica e Logica | Intercultura | Continuità e Accoglienza
Cittadinanza e Legalità; Valutazione e Autovalutazione,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Azioni di Sistema e Governance,Valutazione del comportamento basata su competenze di cittadinanza,Cittadinanza e Legalità | Educazione Civica | Valutazione e Autovalutazione
Valutazione e Autovalutazione; Orientamento,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Azioni di Sistema e Governance,Criteri chiari per ammissione/non ammissione alla classe successiva e all'esame di Stato,Valutazione e Autovalutazione | Orientamento
Valutazione e Autovalutazione; Orientamento,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Azioni di Sistema e Governance,Valutazione iniziale e in itinere con approccio individualizzato (Scuola Secondaria),Valutazione e Autovalutazione | Orientamento
Valutazione e Autovalutazione; Cittadinanza e Legalità,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Azioni di Sistema e Governance,Valutazione delle Competenze Chiave Europee con Descrittori e Livelli,Valutazione e Autovalutazione | Educazione Civica | Cittadinanza e Legalità
Inclusione e BES; Orientamento; Lingue Straniere; Matematica e Logica; Sport e Benessere; Arte e Creatività,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Buone Pratiche per l'Inclusione,Potenziamento Talenti e Attività Extracurricolari Inclusive,Inclusione e BES | Orientamento | Lingue Straniere | Matematica e Logica | Sport e Benessere | Arte e Creatività | Musica e Teatro
Digitalizzazione; Formazione Docenti,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Metodologie Didattiche Innovative,Formazione su Ambienti di Apprendimento e Strumenti Digitali,Digitalizzazione | Formazione Docenti
Inclusione e BES; Formazione Docenti,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Metodologie Didattiche Innovative,Formazione su Metodologie Didattiche Innovative - Apprendimento Personalizzato,Inclusione e BES | Formazione Docenti
Valutazione e Autovalutazione; Cittadinanza e Legalità; Inclusione e BES,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Azioni di Sistema e Governance,Criteri per la valutazione del comportamento,Valutazione e Autovalutazione | Cittadinanza e Legalità | Inclusione e BES
Orientamento; Valutazione e Autovalutazione; Arte e Creatività,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Metodologie Didattiche Innovative,Colloquio Pluridisciplinare Flessibile,Orientamento | Valutazione e Autovalutazione | Arte e Creatività
Digitalizzazione; Orientamento; Cittadinanza e Legalità; Valutazione e Autovalutazione,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Buone Pratiche per l'Inclusione,Sviluppo Competenze Chiave - Scuola Secondaria,Digitalizzazione | Orientamento | Cittadinanza e Legalità | Educazione Civica | Valutazione e Autovalutazione
Digitalizzazione; Orientamento; PCTO/Alternanza; Comunicazione,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Creazione Sezione Sito Web Istituto per Sponsorizzazione Attività,Digitalizzazione | Orientamento | PCTO/Alternanza | Comunicazione
Inclusione e BES; Orientamento,Lazio,Roma,Ic Via Merope,RMIC8FC003,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Buone Pratiche per l'Inclusione,Piani Educativi Individualizzati (PEI) per alunni diversamente abili,Inclusione e BES | Orientamento
Valutazione e Autovalutazione; Inclusione e BES; Orientamento; Digitalizzazione; Continuità e Accoglienza,Lazio,Roma,Ic Via Merope,RMIC8FC003,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Azioni di Sistema e Governance,Funzioni Strumentali per aree strategiche,Valutazione e Autovalutazione | Inclusione e BES | Orientamento | Digitalizzazione | Continuità e Accoglienza
Orientamento; PCTO/Alternanza,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Progetti PON/FSE per apprendimento e socialità,Orientamento | PCTO/Alternanza
Lingue Straniere; Orientamento,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Certificazioni linguistiche per studenti,Lingue Straniere | Orientamento
Orientamento; PCTO/Alternanza; Formazione Docenti,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Partnership e Collaborazioni Strategiche,Convenzioni con Università per stage e formazione post-diploma,Orientamento | PCTO/Alternanza | Formazione Docenti
Lingue Straniere; Intercultura e Lingue,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Sviluppo competenze linguistiche e interculturali,Lingue Straniere | Intercultura
STEM e Ricerca; Cittadinanza e Legalità,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Problem Solving e pensiero critico applicato alla realtà,Scienze e Ricerca | Educazione Civica
Orientamento; Imprenditorialità,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Competenze di team working e comunicazione professionale,Orientamento | Imprenditorialità
Imprenditorialità; Orientamento,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Applicazione di metodologie e tecniche di gestione per progetti,Imprenditorialità | Orientamento
PCTO/Alternanza; Orientamento; Inclusione e BES,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Partnership e Collaborazioni Strategiche,Collaborazione con Cooperative Territoriali per Autonomia e PCTO,PCTO/Alternanza | Orientamento | Inclusione e BES
Continuità e Accoglienza; Inclusione e BES; Rapporti con Famiglie,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Attività di Accoglienza e Integrazione,Continuità e Accoglienza | Inclusione e BES | Rapporti con Famiglie
Orientamento; Continuità e Accoglienza; PCTO/Alternanza,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Orientamento in Entrata e in Uscita,Orientamento | Continuità e Accoglienza | PCTO/Alternanza
Lingue Straniere; Orientamento,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Potenziamento lingua inglese e altre lingue comunitarie (livello B2),Lingue Straniere | Orientamento
Imprenditorialità; Orientamento; STEM e Ricerca,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Analisi tendenze mercati e modelli organizzativi aziendali,Imprenditorialità | Orientamento | Scienze e Ricerca
PCTO/Alternanza; Orientamento,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,PCTO con lezioni professionali e stage in azienda,PCTO/Alternanza | Orientamento
STEM e Ricerca; Digitalizzazione; Matematica e Logica; Orientamento,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Percorsi per lo sviluppo delle competenze STEM,Scienze e Ricerca | Digitalizzazione | Matematica e Logica | Orientamento
Lingue Straniere; Orientamento,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,"Certificazioni linguistiche internazionali (Cambridge, DELF, DELE)",Lingue Straniere | Orientamento
PCTO/Alternanza; Orientamento; Imprenditorialità,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Stage presso enti e studi professionali specifici,PCTO/Alternanza | Orientamento | Imprenditorialità
PCTO/Alternanza; Inclusione e BES; Orientamento; Cittadinanza e Legalità,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Esperienze Territoriali Significative,PCTO presso Cooperative Sociali del Territorio,PCTO/Alternanza | Inclusione e BES | Orientamento | Cittadinanza e Legalità
PCTO/Alternanza; Arte e Creatività; Digitalizzazione; Orientamento,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Esperienze Territoriali Significative,"PCTO presso Studi Grafici, Tipografie, Studi Fotografici, Agenzie Web",PCTO/Alternanza | Arte e Creatività | Digitalizzazione | Orientamento
PCTO/Alternanza; Orientamento; Imprenditorialità,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Esperienze Territoriali Significative,"PCTO presso Studi Professionali, Agenzie di Servizi e CAF, Agenzie Assicurazioni",PCTO/Alternanza | Orientamento | Imprenditorialità
Arte e Creatività; Digitalizzazione; PCTO/Alternanza; Orientamento,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Corsi Professionalizzanti di Grafica Digitale (Bitmap e Vettoriale),Arte e Creatività | Digitalizzazione | PCTO/Alternanza | Orientamento
Arte e Creatività; Digitalizzazione; PCTO/Alternanza; Orientamento,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Corso di Illustrazione Digitale con Tavoletta Grafica e Procreate,Arte e Creatività | Digitalizzazione | PCTO/Alternanza | Orientamento
Orientamento; Lingue Straniere; Arte e Creatività; PCTO/Alternanza; Continuità e Accoglienza,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Organizzazione itinerario turistico guidato da studenti,Orientamento | Lingue Straniere | Arte e Creatività | PCTO/Alternanza | Continuità e Accoglienza
Sport e Benessere; Prevenzione Disagio; Cittadinanza e Legalità; Rapporti con Famiglie,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Laboratori sui Disturbi del Comportamento Alimentare,Sport e Benessere | Prevenzione Disagio | Educazione Civica | Rapporti con Famiglie
Lingue Straniere; Orientamento; Intercultura e Lingue,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Campionato Nazionale delle Lingue (Spagnolo),Lingue Straniere | Orientamento | Intercultura
Continuità e Accoglienza; Inclusione e BES; Orientamento; Rapporti con Famiglie,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Buone Pratiche per l'Inclusione,Azioni di accoglienza e integrazione per favorire l'inserimento scolastico,Continuità e Accoglienza | Inclusione e BES | Orientamento | Rapporti con Famiglie
Orientamento; Inclusione e BES; PCTO/Alternanza; Prevenzione Disagio,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Progetto FIxO YEI per NEET,Orientamento | Inclusione e BES | PCTO/Alternanza | Prevenzione Disagio
Inclusione e BES; Prevenzione Disagio; Valutazione e Autovalutazione,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Buone Pratiche per l'Inclusione,Supporto personalizzato per studenti a rischio dispersione (PNRR),Inclusione e BES | Prevenzione Disagio | Valutazione e Autovalutazione
Inclusione e BES; Valutazione e Autovalutazione,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Buone Pratiche per l'Inclusione,Verifiche differenziate e personalizzate per BES,Inclusione e BES | Valutazione e Autovalutazione
PCTO/Alternanza; Inclusione e BES,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Buone Pratiche per l'Inclusione,PCTO specifici per alunni con disabilità,PCTO/Alternanza | Inclusione e BES
Orientamento; Continuità e Accoglienza,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Partnership e Collaborazioni Strategiche,Collaborazioni con Atenei per orientamento post-diploma,Orientamento | Continuità e Accoglienza
Inclusione e BES; Orientamento; Formazione Docenti; Valutazione e Autovalutazione,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Azioni di Sistema e Governance,"Funzioni Strumentali per Inclusione, Orientamento e Aggiornamento",Inclusione e BES | Orientamento | Formazione Docenti | Valutazione e Autovalutazione
Orientamento; Continuità e Accoglienza; Rapporti con Famiglie,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Azioni di Sistema e Governance,Coordinamento Orientamento di Rete,Orientamento | Continuità e Accoglienza | Rapporti con Famiglie
PCTO/Alternanza; Cittadinanza e Legalità; Sostenibilità e Ambiente; Intercultura e Lingue; Prevenzione Disagio; Continuità e Accoglienza,Lazio,Roma,"Polo Liceale ""Alighieri - Caravillani""",RMIS12800R,II Grado,"Liceo, Professionale, Tecnico",Partnership e Collaborazioni Strategiche,Collaborazioni con Enti e Istituzioni del territorio,PCTO/Alternanza | Cittadinanza e Legalità | Sostenibilità e Ambiente | Intercultura | Prevenzione Disagio | Continuità e Accoglienza
Orientamento; Valutazione e Autovalutazione; PCTO/Alternanza,Lazio,Roma,"Polo Liceale ""Alighieri - Caravillani""",RMIS12800R,II Grado,"Liceo, Professionale, Tecnico",Azioni di Sistema e Governance,E-Portfolio Personale dello Studente,Orientamento | Valutazione e Autovalutazione | PCTO/Alternanza
Orientamento; Rapporti con Famiglie; Formazione Docenti,Lazio,Roma,"Polo Liceale ""Alighieri - Caravillani""",RMIS12800R,II Grado,"Liceo, Professionale, Tecnico",Azioni di Sistema e Governance,Ruolo del Docente Orientatore e Tutor,Orientamento | Rapporti con Famiglie | Formazione Docenti
Orientamento; PCTO/Alternanza; Cittadinanza e Legalità,Lazio,Roma,"Polo Liceale ""Alighieri - Caravillani""",RMIS12800R,II Grado,"Liceo, Professionale, Tecnico",Metodologie Didattiche Innovative,Didattica Orientativa Disciplinare,Orientamento | PCTO/Alternanza | Educazione Civica
Orientamento; Cittadinanza e Legalità; Arte e Creatività,Lazio,Roma,"Polo Liceale ""Alighieri - Caravillani""",RMIS12800R,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Proiezione film con riflessione critica,Orientamento | Cittadinanza e Legalità | Arte e Creatività
Orientamento; Inclusione e BES; Matematica e Logica,Lazio,Roma,"Polo Liceale ""Alighieri - Caravillani""",RMIS12800R,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Lavoro di gruppo per valorizzare competenze,Orientamento | Inclusione e BES | Matematica e Logica
PCTO/Alternanza; Orientamento; Cittadinanza e Legalità,Lazio,Roma,"Polo Liceale ""Alighieri - Caravillani""",RMIS12800R,II Grado,"Liceo, Professionale, Tecnico",Partnership e Collaborazioni Strategiche,Stage presso Iii Municipio,PCTO/Alternanza | Orientamento | Cittadinanza e Legalità
Sostenibilità e Ambiente; Digitalizzazione; PCTO/Alternanza,Lazio,Roma,"Polo Liceale ""Alighieri - Caravillani""",RMIS12800R,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,PCTO Educazione Digitale: Zero Co2,Sostenibilità e Ambiente | Digitalizzazione | PCTO/Alternanza
Imprenditorialità; PCTO/Alternanza; Orientamento,Lazio,Roma,"Polo Liceale ""Alighieri - Caravillani""",RMIS12800R,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,PCTO Lazio Innova: Startupper School Academy,Imprenditorialità | PCTO/Alternanza | Orientamento
Sostenibilità e Ambiente; Cittadinanza e Legalità,Lazio,Roma,"Polo Liceale ""Alighieri - Caravillani""",RMIS12800R,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Attività laboratoriali verdi per la consapevolezza ambientale,Sostenibilità e Ambiente | Educazione Civica
Formazione Docenti; Inclusione e BES; Orientamento; Digitalizzazione,Lazio,Roma,"Polo Liceale ""Alighieri - Caravillani""",RMIS12800R,II Grado,"Liceo, Professionale, Tecnico",Azioni di Sistema e Governance,Staff del DS e Funzioni Strumentali,Formazione Docenti | Inclusione e BES | Orientamento | Digitalizzazione
Orientamento; Valutazione e Autovalutazione; PCTO/Alternanza,Lazio,Roma,"Polo Liceale ""Alighieri - Caravillani""",RMIS12800R,II Grado,"Liceo, Professionale, Tecnico",Azioni di Sistema e Governance,Docente Tutor e Docente Orientatore,Orientamento | Valutazione e Autovalutazione | PCTO/Alternanza
Digitalizzazione; Lingue Straniere; Formazione Docenti; Orientamento,Lazio,Roma,"Polo Liceale ""Alighieri - Caravillani""",RMIS12800R,II Grado,"Liceo, Professionale, Tecnico",Partnership e Collaborazioni Strategiche,"Reti e Convenzioni (ECDL, Trinity, Cisco, etc.)",Digitalizzazione | Lingue Straniere | Formazione Docenti | Orientamento
Inclusione e BES; Orientamento; Prevenzione Disagio,Lazio,Roma,"Iis ""Braschi - Quarenghi""",RMPC051018,II Grado,Liceo,Progetti e Attività Esemplari,Azioni di prevenzione e contrasto alla dispersione scolastica (PNRR),Inclusione e BES | Orientamento | Prevenzione Disagio
Inclusione e BES; Prevenzione Disagio; Orientamento; Formazione Docenti,Lazio,Roma,"Iis ""Braschi - Quarenghi""",RMPC051018,II Grado,Liceo,Progetti e Attività Esemplari,Scuola = Futuro: Tutoraggio e percorsi formativi per studenti a rischio,Inclusione e BES | Prevenzione Disagio | Orientamento | Formazione Docenti
Cittadinanza e Legalità; Valutazione e Autovalutazione,Lazio,Roma,"Iis ""Braschi - Quarenghi""",RMPC051018,II Grado,Liceo,Progetti e Attività Esemplari,Promozione della Legalità e del Rispetto delle Regole,Cittadinanza e Legalità | Educazione Civica | Valutazione e Autovalutazione
Sostenibilità e Ambiente; Cittadinanza e Legalità; STEM e Ricerca,Lazio,Roma,"Iis ""Braschi - Quarenghi""",RMPC051018,II Grado,Liceo,Progetti e Attività Esemplari,Sviluppo di Stili di Vita Sostenibili e Consapevolezza Ambientale,Sostenibilità e Ambiente | Educazione Civica | Scienze e Ricerca
Sostenibilità e Ambiente; Cittadinanza e Legalità,Lazio,Roma,"Iis ""Braschi - Quarenghi""",RMPC051018,II Grado,Liceo,Progetti e Attività Esemplari,Consapevolezza Impatti Ambientali Tecnologie Digitali,Sostenibilità e Ambiente | Educazione Civica
PCTO/Alternanza; Orientamento; Cittadinanza e Legalità,Lazio,Roma,"Iis ""Braschi - Quarenghi""",RMPC051018,II Grado,Liceo,Progetti e Attività Esemplari,Percorsi per le Competenze Trasversali e per l'Orientamento (PCTO),PCTO/Alternanza | Orientamento | Cittadinanza e Legalità
Orientamento; Continuità e Accoglienza; Rapporti con Famiglie,Lazio,Roma,"Iis ""Braschi - Quarenghi""",RMPC051018,II Grado,Liceo,Progetti e Attività Esemplari,Orientamento in Ingresso,Orientamento | Continuità e Accoglienza | Rapporti con Famiglie
PCTO/Alternanza; Inclusione e BES,Lazio,Roma,"Iis ""Braschi - Quarenghi""",RMPC051018,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Protocollo d'intesa con Enti Locali per PCTO alunni con disabilità,PCTO/Alternanza | Inclusione e BES
Prevenzione Disagio; Inclusione e BES; Orientamento,Lazio,Roma,Tacito,RMPC220009,II Grado,Liceo,Buone Pratiche per l'Inclusione,Supporto psicologico per problematiche adolescenziali,Prevenzione Disagio | Inclusione e BES | Orientamento
Inclusione e BES; Valutazione e Autovalutazione,Lazio,Roma,Tacito,RMPC220009,II Grado,Liceo,Buone Pratiche per l'Inclusione,Piani personalizzati per DSA e altri disturbi,Inclusione e BES | Valutazione e Autovalutazione
Imprenditorialità; Orientamento; Lingue Straniere; PCTO/Alternanza,Lazio,Roma,Tacito,RMPC220009,II Grado,Liceo,Progetti e Attività Esemplari,Start Up UER “La tua idea … vale”,Imprenditorialità | Orientamento | Lingue Straniere | PCTO/Alternanza
Arte e Creatività; Digitalizzazione; PCTO/Alternanza; Orientamento,Lazio,Roma,Tacito,RMPC220009,II Grado,Liceo,Progetti e Attività Esemplari,MAXXI ART WORK - Sperimenta e condividi le professioni della cultura,Arte e Creatività | Digitalizzazione | PCTO/Alternanza | Orientamento
PCTO/Alternanza; Esperienze Territoriali Significative; Digitalizzazione; Cittadinanza e Legalità,Lazio,Roma,Tacito,RMPC220009,II Grado,Liceo,Progetti e Attività Esemplari,APPlichiamoci nel quartiere: sulle tracce della Storia,PCTO/Alternanza | Esperienze Territoriali Significative | Digitalizzazione | Cittadinanza e Legalità
Inclusione e BES; Orientamento; Rapporti con Famiglie,Lazio,Roma,Tacito,RMPC220009,II Grado,Liceo,Buone Pratiche per l'Inclusione,Gruppo Lavoro Inclusione (GLI) per BES,Inclusione e BES | Orientamento | Rapporti con Famiglie
Orientamento; Inclusione e BES; Formazione Docenti; Valutazione e Autovalutazione,Lazio,Roma,Tacito,RMPC220009,II Grado,Liceo,Azioni di Sistema e Governance,Funzioni Strumentali al P.O.F.,Orientamento | Inclusione e BES | Formazione Docenti | Valutazione e Autovalutazione
Orientamento; Cittadinanza e Legalità; Lingue Straniere; Matematica e Logica; STEM e Ricerca; PCTO/Alternanza,Lazio,Roma,Tacito,RMPC220009,II Grado,Liceo,Progetti e Attività Esemplari,Potenziamento Disciplinare e Orientamento,Orientamento | Cittadinanza e Legalità | Lingue Straniere | Matematica e Logica | Scienze e Ricerca | PCTO/Alternanza
Inclusione e BES; Orientamento; Valutazione e Autovalutazione; Rapporti con Famiglie,Lazio,Roma,Eugenio Montale,RMPC320006,II Grado,Liceo,Buone Pratiche per l'Inclusione,Inclusione attraverso Flessibilità e Coinvolgimento,Inclusione e BES | Orientamento | Valutazione e Autovalutazione | Rapporti con Famiglie
Valutazione e Autovalutazione; Orientamento,Lazio,Roma,"Liceo Scientifico ""Guglielmo Marconi""",RMPS024013,II Grado,Liceo,Azioni di Sistema e Governance,Piano di miglioramento basato sul RAV,Valutazione e Autovalutazione | Orientamento
STEM e Ricerca; Matematica e Logica; Orientamento,Lazio,Roma,"Liceo Scientifico ""Guglielmo Marconi""",RMPS024013,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Collaborazione con Università per Liceo Matematico,Scienze e Ricerca | Matematica e Logica | Orientamento
PCTO/Alternanza; Orientamento; Imprenditorialità,Lazio,Roma,"Liceo Scientifico ""Guglielmo Marconi""",RMPS024013,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Partnership per i PCTO,PCTO/Alternanza | Orientamento | Imprenditorialità
PCTO/Alternanza; Imprenditorialità; Orientamento,Lazio,Roma,"Liceo Scientifico ""Guglielmo Marconi""",RMPS024013,II Grado,Liceo,Metodologie Didattiche Innovative,Impresa Formativa Simulata nei PCTO,PCTO/Alternanza | Imprenditorialità | Orientamento
STEM e Ricerca; Orientamento,Lazio,Roma,"Liceo Scientifico ""Guglielmo Marconi""",RMPS024013,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Collaborazione con Atenei per progetti sperimentali,Scienze e Ricerca | Orientamento
Orientamento; Continuità e Accoglienza,Lazio,Roma,"Liceo Scientifico ""Guglielmo Marconi""",RMPS024013,II Grado,Liceo,Progetti e Attività Esemplari,Incontro studenti-ex studenti per scambio esperienze universitarie,Orientamento | Continuità e Accoglienza
Orientamento; PCTO/Alternanza; Imprenditorialità,Lazio,Roma,"Liceo Scientifico ""Guglielmo Marconi""",RMPS024013,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Incontri con professionisti per orientamento lavorativo,Orientamento | PCTO/Alternanza | Imprenditorialità
Orientamento; Valutazione e Autovalutazione,Lazio,Roma,"Liceo Scientifico ""Guglielmo Marconi""",RMPS024013,II Grado,Liceo,Azioni di Sistema e Governance,Creazione di un centro di orientamento interno all'Istituto,Orientamento | Valutazione e Autovalutazione
Orientamento; Valutazione e Autovalutazione; Continuità e Accoglienza,Lazio,Roma,"Liceo Scientifico ""Guglielmo Marconi""",RMPS024013,II Grado,Liceo,Azioni di Sistema e Governance,Coinvolgimento classi terze e quarte in formazione all'orientamento,Orientamento | Valutazione e Autovalutazione | Continuità e Accoglienza
Orientamento; Inclusione e BES; PCTO/Alternanza; Digitalizzazione; STEM e Ricerca; Lettura e Scrittura; Lingue Straniere; Formazione Docenti,Lazio,Roma,"Liceo Scientifico ""Guglielmo Marconi""",RMPS024013,II Grado,Liceo,Azioni di Sistema e Governance,Funzioni Strumentali per Aree di Attività,Orientamento | Inclusione e BES | PCTO/Alternanza | Digitalizzazione | Scienze e Ricerca | Lettura e Scrittura | Lingue Straniere | Formazione Docenti
