tema,regione,provincia,scuola,codice_meccanografico,ordine_grado,tipo_scuola,categoria,titolo,ambiti_attivita
Sostenibilità e Ambiente; Inclusione e BES; Arte e Creatività; Lettura e Scrittura; Tecnologia,Lazio,Roma,Villa Lazzaroni,RMEE8CV022,Primaria,Primaria,Progetti e Attività Esemplari,"Progetto ""COLTIVI-AMO"" (Giardino Didattico)",Sostenibilità e Ambiente | Inclusione e BES | Arte e Creatività | Lettura e Scrittura | Tecnologia
Inclusione e BES; Prevenzione Disagio; Rapporti con Famiglie,Lazio,Roma,Patronato S.Giuseppe,RMEE8EC02G,Primaria,Primaria,Progetti e Attività Esemplari,Sportello Psicologico 'ConTatto Psicologico',Inclusione e BES | Prevenzione Disagio | Rapporti con Famiglie
STEM e Ricerca; Matematica e Logica; Digitalizzazione; Arte e Creatività,Lazio,Roma,Patronato S.Giuseppe,RMEE8EC02G,Primaria,Primaria,Progetti e Attività Esemplari,Scratch e robotica: apprendimento STEM creativo,Scienze e Ricerca | Matematica e Logica | Digitalizzazione | Arte e Creatività
Cittadinanza e Legalità; Sostenibilità e Ambiente; Digitalizzazione,Lazio,Roma,Patronato S.Giuseppe,RMEE8EC02G,Primaria,Primaria,Azioni di Sistema e Governance,Educazione Civica Digitale e Agenda 2030,Educazione Civica | Sostenibilità e Ambiente | Digitalizzazione | Cittadinanza e Legalità
Orientamento; Inclusione e BES; Lettura e Scrittura; Matematica e Logica,Lazio,Roma,Patronato S.Giuseppe,RMEE8EC02G,Primaria,Primaria,Metodologie Didattiche Innovative,Approccio personalizzato e relazionale,Orientamento | Inclusione e BES | Lettura e Scrittura | Matematica e Logica
Arte e Creatività; Sport e Benessere,Lazio,Roma,Patronato S.Giuseppe,RMEE8EC02G,Primaria,Primaria,Progetti e Attività Esemplari,Corso ad Indirizzo Musicale,Musica e Teatro | Arte e Creatività | Sport e Benessere
Digitalizzazione; STEM e Ricerca; Matematica e Logica; Orientamento,Lazio,Roma,Patronato S.Giuseppe,RMEE8EC02G,Primaria,Primaria,Progetti e Attività Esemplari,Sviluppo Competenze STEM con Robotica e Coding,Digitalizzazione | Scienze e Ricerca | Matematica e Logica | Orientamento
Cittadinanza e Legalità; Sostenibilità e Ambiente; Intercultura e Lingue,Lazio,Roma,Patronato S.Giuseppe,RMEE8EC02G,Primaria,Primaria,Progetti e Attività Esemplari,Educazione allo Sviluppo Sostenibile e Agenda 2030,Cittadinanza e Legalità | Educazione Civica | Sostenibilità e Ambiente | Intercultura
Orientamento; Valutazione e Autovalutazione,Lazio,Roma,Patronato S.Giuseppe,RMEE8EC02G,Primaria,Primaria,Progetti e Attività Esemplari,Modulo di orientamento formativo per la classe I,Orientamento | Valutazione e Autovalutazione
Orientamento; Valutazione e Autovalutazione,Lazio,Roma,Patronato S.Giuseppe,RMEE8EC02G,Primaria,Primaria,Progetti e Attività Esemplari,Progetto 'Orientamento e scelte future' (Scuola Secondaria I Grado),Orientamento | Valutazione e Autovalutazione
Inclusione e BES; Orientamento; Lettura e Scrittura; Matematica e Logica; Lingue Straniere; Formazione Docenti,Lazio,Roma,Patronato S.Giuseppe,RMEE8EC02G,Primaria,Primaria,Buone Pratiche per l'Inclusione,Percorsi di recupero e potenziamento (PNRR),Inclusione e BES | Orientamento | Lettura e Scrittura | Matematica e Logica | Lingue Straniere | Formazione Docenti
Inclusione e BES; Valutazione e Autovalutazione; Formazione Docenti,Lazio,Roma,Patronato S.Giuseppe,RMEE8EC02G,Primaria,Primaria,Buone Pratiche per l'Inclusione,INDEX come strumento di autovalutazione dell'inclusività,Inclusione e BES | Valutazione e Autovalutazione | Formazione Docenti
Orientamento; Cittadinanza e Legalità; Sostenibilità e Ambiente; Intercultura e Lingue,Lazio,Roma,D. Cambellotti - Sede Centrale,RMIC8AP00T,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Partnership e Collaborazioni Strategiche,Collaborazione con il Territorio,Orientamento | Cittadinanza e Legalità | Educazione Civica | Sostenibilità e Ambiente | Intercultura
Valutazione e Autovalutazione; Orientamento; Inclusione e BES,Lazio,Roma,D. Cambellotti - Sede Centrale,RMIC8AP00T,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Azioni di Sistema e Governance,Organico dell'Autonomia per Obiettivi di Miglioramento,Valutazione e Autovalutazione | Orientamento | Inclusione e BES
Orientamento; Valutazione e Autovalutazione; Formazione Docenti; Lettura e Scrittura; Matematica e Logica,Lazio,Roma,Ic Anzio V,RMIC8C600P,"Comprensivo, I Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria",Metodologie Didattiche Innovative,Didattica orientante e per competenze come pratica condivisa,Orientamento | Valutazione e Autovalutazione | Formazione Docenti | Lettura e Scrittura | Matematica e Logica
Continuità e Accoglienza; Orientamento; Valutazione e Autovalutazione; Formazione Docenti,Lazio,Roma,Ic Anzio V,RMIC8C600P,"Comprensivo, I Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria",Azioni di Sistema e Governance,Curricolo verticale per un percorso formativo unitario,Continuità e Accoglienza | Orientamento | Valutazione e Autovalutazione | Formazione Docenti
Intercultura e Lingue; Cittadinanza e Legalità; Sostenibilità e Ambiente; Prevenzione Disagio,Lazio,Roma,I.C. “San Vittorino–Corcolle”,RMIC8CN00V,Comprensivo,"Infanzia, Primaria, I Grado",Azioni di Sistema e Governance,Attività alternativa all'IRC con tematiche definite dal Collegio Docenti,Intercultura | Cittadinanza e Legalità | Sostenibilità e Ambiente | Educazione Civica | Prevenzione Disagio
Orientamento; Continuità e Accoglienza,Lazio,Roma,I.C. “San Vittorino–Corcolle”,RMIC8CN00V,Comprensivo,"Infanzia, Primaria, I Grado",Azioni di Sistema e Governance,Incontri di orientamento con Scuole Secondarie di 2° Grado,Orientamento | Continuità e Accoglienza
Orientamento; Valutazione e Autovalutazione; Cittadinanza e Legalità,Lazio,Roma,I.C. “San Vittorino–Corcolle”,RMIC8CN00V,Comprensivo,"Infanzia, Primaria, I Grado",Azioni di Sistema e Governance,Curricolo per Competenze e Orientamento,Orientamento | Valutazione e Autovalutazione | Cittadinanza e Legalità
Valutazione e Autovalutazione,Lazio,Roma,I.C. “San Vittorino–Corcolle”,RMIC8CN00V,Comprensivo,"Infanzia, Primaria, I Grado",Azioni di Sistema e Governance,Scale di valutazione differenziate per ciclo scolastico,Valutazione e Autovalutazione
Sostenibilità e Ambiente; Cittadinanza e Legalità; STEM e Ricerca,Lazio,Roma,I.C. “San Vittorino–Corcolle”,RMIC8CN00V,Comprensivo,"Infanzia, Primaria, I Grado",Progetti e Attività Esemplari,Educazione Ambientale e Sviluppo Sostenibile: Consapevolezza Critica e Azioni Concrete,Sostenibilità e Ambiente | Educazione Civica | Scienze e Ricerca
Inclusione e BES; Orientamento; Valutazione e Autovalutazione,Lazio,Roma,I.C. “San Vittorino–Corcolle”,RMIC8CN00V,Comprensivo,"Infanzia, Primaria, I Grado",Buone Pratiche per l'Inclusione,Diritto al Successo Formativo: Laboratori per Ridurre le Barriere all'Apprendimento,Inclusione e BES | Orientamento | Valutazione e Autovalutazione
Inclusione e BES; Orientamento; Intercultura e Lingue; Prevenzione Disagio; Sport e Benessere,Lazio,Roma,I.C. “San Vittorino–Corcolle”,RMIC8CN00V,Comprensivo,"Infanzia, Primaria, I Grado",Progetti e Attività Esemplari,"Progetto PNRR ""Liberi di pensare. Liberi di fare""",Inclusione e BES | Orientamento | Intercultura | Prevenzione Disagio | Sport e Benessere
STEM e Ricerca; Matematica e Logica; Digitalizzazione; Orientamento,Lazio,Roma,I.C. “San Vittorino–Corcolle”,RMIC8CN00V,Comprensivo,"Infanzia, Primaria, I Grado",Azioni di Sistema e Governance,Potenziamento Materie STEM e Competenze Digitali Studenti,Scienze e Ricerca | Matematica e Logica | Digitalizzazione | Orientamento
Orientamento; Inclusione e BES; Arte e Creatività; Lettura e Scrittura; Matematica e Logica; Digitalizzazione; Rapporti con Famiglie; Cittadinanza e Legalità,Lazio,Roma,I.C. “San Vittorino–Corcolle”,RMIC8CN00V,Comprensivo,"Infanzia, Primaria, I Grado",Progetti e Attività Esemplari,Progetto “Scuola Al Centro”: Spazio Educativo e Aggregativo,Orientamento | Inclusione e BES | Arte e Creatività | Lettura e Scrittura | Matematica e Logica | Digitalizzazione | Rapporti con Famiglie | Cittadinanza e Legalità
Formazione Docenti; Inclusione e BES; Digitalizzazione; Orientamento,Lazio,Roma,Ic Via Marelli,RMIC8E4008,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Azioni di Sistema e Governance,Funzioni Strumentali per Aree Specifiche,Formazione Docenti | Inclusione e BES | Digitalizzazione | Orientamento
Valutazione e Autovalutazione; Inclusione e BES; Orientamento,Lazio,Roma,Ic Via Marelli,RMIC8E4008,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Metodologie Didattiche Innovative,Superamento Didattica Tradizionale e Metodi Innovativi,Valutazione e Autovalutazione | Inclusione e BES | Orientamento
Arte e Creatività; Orientamento; Intercultura e Lingue; Continuità e Accoglienza,Lazio,Roma,Ic Via Marelli,RMIC8E4008,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Classe ad Indirizzo Artistico,Arte e Creatività | Orientamento | Intercultura | Continuità e Accoglienza
Orientamento,Lazio,Roma,Ic Via Marelli,RMIC8E4008,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Progetto Orientamento (Scuola Secondaria),Orientamento
Orientamento; Formazione Docenti; Rapporti con Famiglie; Continuità e Accoglienza,Lazio,Roma,Ic Via Marelli,RMIC8E4008,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Partnership e Collaborazioni Strategiche,Reti con Università ed Enti Locali per l'Offerta Formativa,Orientamento | Formazione Docenti | Rapporti con Famiglie | Continuità e Accoglienza
Orientamento; Valutazione e Autovalutazione; Formazione Docenti,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Azioni di Sistema e Governance,Introduzione Autovalutazione Formativa e Orientativa degli Allievi,Orientamento | Valutazione e Autovalutazione | Formazione Docenti
Sport e Benessere; Orientamento; Prevenzione Disagio,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Progetto Scuola Attiva Kids e Junior,Sport e Benessere | Orientamento | Prevenzione Disagio
Inclusione e BES; Orientamento; Lettura e Scrittura; Matematica e Logica; Lingue Straniere; Valutazione e Autovalutazione,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Progetto 'Il futuro nelle tue mani',Inclusione e BES | Orientamento | Lettura e Scrittura | Matematica e Logica | Lingue Straniere | Valutazione e Autovalutazione
STEM e Ricerca; Lingue Straniere; Orientamento; Cittadinanza e Legalità; Intercultura e Lingue,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,"Progetto 'Scuola di oggi, mondo di domani'",Scienze e Ricerca | Lingue Straniere | Orientamento | Educazione Civica | Intercultura
Orientamento; Valutazione e Autovalutazione; Cittadinanza e Legalità,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Azioni di Sistema e Governance,Profilo dello Studente al Termine del Primo Ciclo,Orientamento | Valutazione e Autovalutazione | Cittadinanza e Legalità
Cittadinanza e Legalità; Sport e Benessere; Prevenzione Disagio,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Educazione alla sicurezza e alla prevenzione dei rischi,Educazione Civica | Sport e Benessere | Prevenzione Disagio
Digitalizzazione; Cittadinanza e Legalità; Orientamento; Lettura e Scrittura,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Cittadinanza digitale: uso critico e sicuro delle tecnologie,Digitalizzazione | Educazione Civica | Orientamento | Lettura e Scrittura
Matematica e Logica; Imprenditorialità; Cittadinanza e Legalità; Orientamento,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Educazione finanziaria: valore e gestione del denaro,Matematica e Logica | Imprenditorialità | Educazione Civica | Orientamento
Cittadinanza e Legalità; Arte e Creatività; Intercultura e Lingue,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Iniziative di Sensibilizzazione alla Cittadinanza Responsabile,Cittadinanza e Legalità | Educazione Civica | Arte e Creatività | Intercultura
Sostenibilità e Ambiente; Cittadinanza e Legalità; STEM e Ricerca,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Giornata Mondiale degli Alberi e Cura dell'Orto Scolastico,Sostenibilità e Ambiente | Educazione Civica | Scienze e Ricerca
Cittadinanza e Legalità; Matematica e Logica; Orientamento,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Compiti Autentici per l'Uso Corretto del Denaro,Educazione Civica | Matematica e Logica | Orientamento
Digitalizzazione; Orientamento; Valutazione e Autovalutazione,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Uso Consapevole degli Strumenti di Comunicazione Digitale,Digitalizzazione | Orientamento | Valutazione e Autovalutazione
Matematica e Logica; STEM e Ricerca; Orientamento,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Potenziamento competenze matematico-logiche: Giochi Matematici,Matematica e Logica | Scienze e Ricerca | Orientamento
Lingue Straniere; Lettura e Scrittura; Orientamento,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Corso di potenziamento italiano attraverso il latino (Nomen),Lingue Straniere | Lettura e Scrittura | Orientamento
Lingue Straniere; Intercultura e Lingue; Orientamento,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Corso di alfabetizzazione alla lingua e cultura greca (Alpha Beta),Lingue Straniere | Intercultura | Orientamento
Lingue Straniere; Orientamento,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Percorso di certificazione linguistica (Trinity/Delf/Dele),Lingue Straniere | Orientamento
Matematica e Logica; STEM e Ricerca; Orientamento,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Giochi matematici Bocconi e Giochi del Mediterraneo,Matematica e Logica | Scienze e Ricerca | Orientamento
Digitalizzazione; PCTO/Alternanza; Orientamento,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Corso per il conseguimento della Patente Europea del Computer (ICDL),Digitalizzazione | PCTO/Alternanza | Orientamento
Cittadinanza e Legalità; STEM e Ricerca; Lettura e Scrittura,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Concorso Martiri di Pratolungo,Cittadinanza e Legalità | Educazione Civica | Scienze e Ricerca | Lettura e Scrittura
Orientamento; Cittadinanza e Legalità; Sostenibilità e Ambiente; Arte e Creatività; Sport e Benessere; STEM e Ricerca; Lettura e Scrittura; Matematica e Logica; Intercultura e Lingue; Continuità e Accoglienza,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Viaggi d'istruzione,Orientamento | Cittadinanza e Legalità | Educazione Civica | Sostenibilità e Ambiente | Arte e Creatività | Sport e Benessere | Scienze e Ricerca | Lettura e Scrittura | Matematica e Logica | Intercultura | Continuità e Accoglienza
Cittadinanza e Legalità; Valutazione e Autovalutazione,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Azioni di Sistema e Governance,Valutazione del comportamento basata su competenze di cittadinanza,Cittadinanza e Legalità | Educazione Civica | Valutazione e Autovalutazione
Valutazione e Autovalutazione; Orientamento,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Azioni di Sistema e Governance,Criteri chiari per ammissione/non ammissione alla classe successiva e all'esame di Stato,Valutazione e Autovalutazione | Orientamento
Valutazione e Autovalutazione; Orientamento,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Azioni di Sistema e Governance,Valutazione iniziale e in itinere con approccio individualizzato (Scuola Secondaria),Valutazione e Autovalutazione | Orientamento
Valutazione e Autovalutazione; Cittadinanza e Legalità,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Azioni di Sistema e Governance,Valutazione delle Competenze Chiave Europee con Descrittori e Livelli,Valutazione e Autovalutazione | Educazione Civica | Cittadinanza e Legalità
Inclusione e BES; Orientamento; Lingue Straniere; Matematica e Logica; Sport e Benessere; Arte e Creatività,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Buone Pratiche per l'Inclusione,Potenziamento Talenti e Attività Extracurricolari Inclusive,Inclusione e BES | Orientamento | Lingue Straniere | Matematica e Logica | Sport e Benessere | Arte e Creatività | Musica e Teatro
Digitalizzazione; Formazione Docenti,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Metodologie Didattiche Innovative,Formazione su Ambienti di Apprendimento e Strumenti Digitali,Digitalizzazione | Formazione Docenti
Inclusione e BES; Formazione Docenti,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Metodologie Didattiche Innovative,Formazione su Metodologie Didattiche Innovative - Apprendimento Personalizzato,Inclusione e BES | Formazione Docenti
Valutazione e Autovalutazione; Cittadinanza e Legalità; Inclusione e BES,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Azioni di Sistema e Governance,Criteri per la valutazione del comportamento,Valutazione e Autovalutazione | Cittadinanza e Legalità | Inclusione e BES
Orientamento; Valutazione e Autovalutazione; Arte e Creatività,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Metodologie Didattiche Innovative,Colloquio Pluridisciplinare Flessibile,Orientamento | Valutazione e Autovalutazione | Arte e Creatività
Digitalizzazione; Orientamento; Cittadinanza e Legalità; Valutazione e Autovalutazione,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Buone Pratiche per l'Inclusione,Sviluppo Competenze Chiave - Scuola Secondaria,Digitalizzazione | Orientamento | Cittadinanza e Legalità | Educazione Civica | Valutazione e Autovalutazione
Digitalizzazione; Orientamento; PCTO/Alternanza; Comunicazione,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Creazione Sezione Sito Web Istituto per Sponsorizzazione Attività,Digitalizzazione | Orientamento | PCTO/Alternanza | Comunicazione
Inclusione e BES; Orientamento,Lazio,Roma,Ic Via Merope,RMIC8FC003,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Buone Pratiche per l'Inclusione,Piani Educativi Individualizzati (PEI) per alunni diversamente abili,Inclusione e BES | Orientamento
Valutazione e Autovalutazione; Inclusione e BES; Orientamento; Digitalizzazione; Continuità e Accoglienza,Lazio,Roma,Ic Via Merope,RMIC8FC003,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Azioni di Sistema e Governance,Funzioni Strumentali per aree strategiche,Valutazione e Autovalutazione | Inclusione e BES | Orientamento | Digitalizzazione | Continuità e Accoglienza
Orientamento; PCTO/Alternanza,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Progetti PON/FSE per apprendimento e socialità,Orientamento | PCTO/Alternanza
Lingue Straniere; Orientamento,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Certificazioni linguistiche per studenti,Lingue Straniere | Orientamento
Orientamento; PCTO/Alternanza; Formazione Docenti,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Partnership e Collaborazioni Strategiche,Convenzioni con Università per stage e formazione post-diploma,Orientamento | PCTO/Alternanza | Formazione Docenti
Lingue Straniere; Intercultura e Lingue,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Sviluppo competenze linguistiche e interculturali,Lingue Straniere | Intercultura
STEM e Ricerca; Cittadinanza e Legalità,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Problem Solving e pensiero critico applicato alla realtà,Scienze e Ricerca | Educazione Civica
Orientamento; Imprenditorialità,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Competenze di team working e comunicazione professionale,Orientamento | Imprenditorialità
Imprenditorialità; Orientamento,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Applicazione di metodologie e tecniche di gestione per progetti,Imprenditorialità | Orientamento
PCTO/Alternanza; Orientamento; Inclusione e BES,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Partnership e Collaborazioni Strategiche,Collaborazione con Cooperative Territoriali per Autonomia e PCTO,PCTO/Alternanza | Orientamento | Inclusione e BES
Continuità e Accoglienza; Inclusione e BES; Rapporti con Famiglie,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Attività di Accoglienza e Integrazione,Continuità e Accoglienza | Inclusione e BES | Rapporti con Famiglie
Orientamento; Continuità e Accoglienza; PCTO/Alternanza,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Orientamento in Entrata e in Uscita,Orientamento | Continuità e Accoglienza | PCTO/Alternanza
Lingue Straniere; Orientamento,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Potenziamento lingua inglese e altre lingue comunitarie (livello B2),Lingue Straniere | Orientamento
Imprenditorialità; Orientamento; STEM e Ricerca,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Analisi tendenze mercati e modelli organizzativi aziendali,Imprenditorialità | Orientamento | Scienze e Ricerca
PCTO/Alternanza; Orientamento,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,PCTO con lezioni professionali e stage in azienda,PCTO/Alternanza | Orientamento
STEM e Ricerca; Digitalizzazione; Matematica e Logica; Orientamento,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Percorsi per lo sviluppo delle competenze STEM,Scienze e Ricerca | Digitalizzazione | Matematica e Logica | Orientamento
Lingue Straniere; Orientamento,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,"Certificazioni linguistiche internazionali (Cambridge, DELF, DELE)",Lingue Straniere | Orientamento
PCTO/Alternanza; Orientamento; Imprenditorialità,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Stage presso enti e studi professionali specifici,PCTO/Alternanza | Orientamento | Imprenditorialità
PCTO/Alternanza; Inclusione e BES; Orientamento; Cittadinanza e Legalità,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Esperienze Territoriali Significative,PCTO presso Cooperative Sociali del Territorio,PCTO/Alternanza | Inclusione e BES | Orientamento | Cittadinanza e Legalità
PCTO/Alternanza; Arte e Creatività; Digitalizzazione; Orientamento,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Esperienze Territoriali Significative,"PCTO presso Studi Grafici, Tipografie, Studi Fotografici, Agenzie Web",PCTO/Alternanza | Arte e Creatività | Digitalizzazione | Orientamento
PCTO/Alternanza; Orientamento; Imprenditorialità,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Esperienze Territoriali Significative,"PCTO presso Studi Professionali, Agenzie di Servizi e CAF, Agenzie Assicurazioni",PCTO/Alternanza | Orientamento | Imprenditorialità
Arte e Creatività; Digitalizzazione; PCTO/Alternanza; Orientamento,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Corsi Professionalizzanti di Grafica Digitale (Bitmap e Vettoriale),Arte e Creatività | Digitalizzazione | PCTO/Alternanza | Orientamento
