tema,regione,provincia,scuola,codice_meccanografico,ordine_grado,tipo_scuola,categoria,titolo,ambiti_attivita
STEM e Ricerca; Lingue Straniere; Orientamento; Cittadinanza e Legalità; Intercultura e Lingue,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,"Progetto 'Scuola di oggi, mondo di domani'",STEM e Ricerca | Lingue Straniere | Orientamento | Cittadinanza e Legalità | Intercultura
Orientamento; Valutazione e Autovalutazione; Cittadinanza e Legalità,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Azioni di Sistema e Governance,Profilo dello Studente al Termine del Primo Ciclo,Orientamento | Valutazione e Autovalutazione | Cittadinanza e Legalità
Cittadinanza e Legalità; Sport e Benessere; Prevenzione Disagio,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Educazione alla sicurezza e alla prevenzione dei rischi,Cittadinanza e Legalità | Sport e Benessere | Prevenzione Disagio
Digitalizzazione; Cittadinanza e Legalità; Orientamento; Lettura e Scrittura,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Cittadinanza digitale: uso critico e sicuro delle tecnologie,Digitalizzazione | Cittadinanza e Legalità | Orientamento | Lettura e Scrittura
Matematica e Logica; Imprenditorialità; Cittadinanza e Legalità; Orientamento,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Educazione finanziaria: valore e gestione del denaro,Matematica e Logica | Imprenditorialità | Cittadinanza e Legalità | Orientamento
Cittadinanza e Legalità; Arte e Creatività; Intercultura e Lingue,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Iniziative di Sensibilizzazione alla Cittadinanza Responsabile,Cittadinanza e Legalità | Arte e Creatività | Intercultura
Sostenibilità e Ambiente; Cittadinanza e Legalità; STEM e Ricerca,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Giornata Mondiale degli Alberi e Cura dell'Orto Scolastico,Sostenibilità e Ambiente | Cittadinanza e Legalità | STEM e Ricerca
Cittadinanza e Legalità; Matematica e Logica; Orientamento,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Compiti Autentici per l'Uso Corretto del Denaro,Cittadinanza e Legalità | Matematica e Logica | Orientamento
Digitalizzazione; Orientamento; Valutazione e Autovalutazione,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Uso Consapevole degli Strumenti di Comunicazione Digitale,Digitalizzazione | Orientamento | Valutazione e Autovalutazione
Matematica e Logica; STEM e Ricerca; Orientamento,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Potenziamento competenze matematico-logiche: Giochi Matematici,Matematica e Logica | STEM e Ricerca | Orientamento
Lingue Straniere; Lettura e Scrittura; Orientamento,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Corso di potenziamento italiano attraverso il latino (Nomen),Lingue Straniere | Lettura e Scrittura | Orientamento
Lingue Straniere; Intercultura e Lingue; Orientamento,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Corso di alfabetizzazione alla lingua e cultura greca (Alpha Beta),Lingue Straniere | Intercultura | Orientamento
Lingue Straniere; Orientamento,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Percorso di certificazione linguistica (Trinity/Delf/Dele),Lingue Straniere | Orientamento
Matematica e Logica; STEM e Ricerca; Orientamento,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Giochi matematici Bocconi e Giochi del Mediterraneo,Matematica e Logica | STEM e Ricerca | Orientamento
Digitalizzazione; PCTO/Alternanza; Orientamento,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Corso per il conseguimento della Patente Europea del Computer (ICDL),Digitalizzazione | PCTO/Alternanza | Orientamento
Cittadinanza e Legalità; STEM e Ricerca; Lettura e Scrittura,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Concorso Martiri di Pratolungo,Cittadinanza e Legalità | STEM e Ricerca | Lettura e Scrittura
Orientamento; Cittadinanza e Legalità; Sostenibilità e Ambiente; Arte e Creatività; Sport e Benessere; STEM e Ricerca; Lettura e Scrittura; Matematica e Logica; Intercultura e Lingue; Continuità e Accoglienza,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Viaggi d'istruzione,Orientamento | Cittadinanza e Legalità | Sostenibilità e Ambiente | Arte e Creatività | Sport e Benessere | STEM e Ricerca | Lettura e Scrittura | Matematica e Logica | Intercultura | Continuità e Accoglienza
Cittadinanza e Legalità; Valutazione e Autovalutazione,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Azioni di Sistema e Governance,Valutazione del comportamento basata su competenze di cittadinanza,Cittadinanza e Legalità | Valutazione e Autovalutazione
Valutazione e Autovalutazione; Orientamento,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Azioni di Sistema e Governance,Criteri chiari per ammissione/non ammissione alla classe successiva e all'esame di Stato,Valutazione e Autovalutazione | Orientamento
Valutazione e Autovalutazione; Orientamento,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Azioni di Sistema e Governance,Valutazione iniziale e in itinere con approccio individualizzato (Scuola Secondaria),Valutazione e Autovalutazione | Orientamento
Valutazione e Autovalutazione; Cittadinanza e Legalità,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Azioni di Sistema e Governance,Valutazione delle Competenze Chiave Europee con Descrittori e Livelli,Valutazione e Autovalutazione | Cittadinanza e Legalità
Inclusione e BES; Orientamento; Lingue Straniere; Matematica e Logica; Sport e Benessere; Arte e Creatività,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Buone Pratiche per l'Inclusione,Potenziamento Talenti e Attività Extracurricolari Inclusive,Inclusione e BES | Orientamento | Lingue Straniere | Matematica e Logica | Sport e Benessere | Arte e Creatività | Musica e Teatro
Digitalizzazione; Formazione Docenti,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Metodologie Didattiche Innovative,Formazione su Ambienti di Apprendimento e Strumenti Digitali,Digitalizzazione | Formazione Docenti
Inclusione e BES; Formazione Docenti,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Metodologie Didattiche Innovative,Formazione su Metodologie Didattiche Innovative - Apprendimento Personalizzato,Inclusione e BES | Formazione Docenti
Valutazione e Autovalutazione; Cittadinanza e Legalità; Inclusione e BES,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Azioni di Sistema e Governance,Criteri per la valutazione del comportamento,Valutazione e Autovalutazione | Cittadinanza e Legalità | Inclusione e BES
Orientamento; Valutazione e Autovalutazione; Arte e Creatività,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Metodologie Didattiche Innovative,Colloquio Pluridisciplinare Flessibile,Orientamento | Valutazione e Autovalutazione | Arte e Creatività
Digitalizzazione; Orientamento; Cittadinanza e Legalità; Valutazione e Autovalutazione,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Buone Pratiche per l'Inclusione,Sviluppo Competenze Chiave - Scuola Secondaria,Digitalizzazione | Orientamento | Cittadinanza e Legalità | Valutazione e Autovalutazione
Digitalizzazione; Orientamento; PCTO/Alternanza; Altro,Lazio,Roma,I.C. Velletri Centro,RMIC8F9002,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Creazione Sezione Sito Web Istituto per Sponsorizzazione Attività,Digitalizzazione | Orientamento | PCTO/Alternanza | Altro
Inclusione e BES; Orientamento,Lazio,Roma,Ic Via Merope,RMIC8FC003,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Buone Pratiche per l'Inclusione,Piani Educativi Individualizzati (PEI) per alunni diversamente abili,Inclusione e BES | Orientamento
Valutazione e Autovalutazione; Inclusione e BES; Orientamento; Digitalizzazione; Continuità e Accoglienza,Lazio,Roma,Ic Via Merope,RMIC8FC003,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Azioni di Sistema e Governance,Funzioni Strumentali per aree strategiche,Valutazione e Autovalutazione | Inclusione e BES | Orientamento | Digitalizzazione | Continuità e Accoglienza
Orientamento; PCTO/Alternanza,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Progetti PON/FSE per apprendimento e socialità,Orientamento | PCTO/Alternanza
Lingue Straniere; Orientamento,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Certificazioni linguistiche per studenti,Lingue Straniere | Orientamento
Orientamento; PCTO/Alternanza; Formazione Docenti,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Partnership e Collaborazioni Strategiche,Convenzioni con Università per stage e formazione post-diploma,Orientamento | PCTO/Alternanza | Formazione Docenti
Lingue Straniere; Intercultura e Lingue,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Sviluppo competenze linguistiche e interculturali,Lingue Straniere | Intercultura
STEM e Ricerca; Cittadinanza e Legalità,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Problem Solving e pensiero critico applicato alla realtà,STEM e Ricerca | Cittadinanza e Legalità
Orientamento; Imprenditorialità,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Competenze di team working e comunicazione professionale,Orientamento | Imprenditorialità
Imprenditorialità; Orientamento,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Applicazione di metodologie e tecniche di gestione per progetti,Imprenditorialità | Orientamento
PCTO/Alternanza; Orientamento; Inclusione e BES,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Partnership e Collaborazioni Strategiche,Collaborazione con Cooperative Territoriali per Autonomia e PCTO,PCTO/Alternanza | Orientamento | Inclusione e BES
Continuità e Accoglienza; Inclusione e BES; Rapporti con Famiglie,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Attività di Accoglienza e Integrazione,Continuità e Accoglienza | Inclusione e BES | Rapporti con Famiglie
Orientamento; Continuità e Accoglienza; PCTO/Alternanza,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Orientamento in Entrata e in Uscita,Orientamento | Continuità e Accoglienza | PCTO/Alternanza
Lingue Straniere; Orientamento,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Potenziamento lingua inglese e altre lingue comunitarie (livello B2),Lingue Straniere | Orientamento
Imprenditorialità; Orientamento; STEM e Ricerca,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Analisi tendenze mercati e modelli organizzativi aziendali,Imprenditorialità | Orientamento | STEM e Ricerca
PCTO/Alternanza; Orientamento,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,PCTO con lezioni professionali e stage in azienda,PCTO/Alternanza | Orientamento
STEM e Ricerca; Digitalizzazione; Matematica e Logica; Orientamento,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Percorsi per lo sviluppo delle competenze STEM,STEM e Ricerca | Digitalizzazione | Matematica e Logica | Orientamento
Lingue Straniere; Orientamento,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,"Certificazioni linguistiche internazionali (Cambridge, DELF, DELE)",Lingue Straniere | Orientamento
PCTO/Alternanza; Orientamento; Imprenditorialità,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Stage presso enti e studi professionali specifici,PCTO/Alternanza | Orientamento | Imprenditorialità
PCTO/Alternanza; Inclusione e BES; Orientamento; Cittadinanza e Legalità,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Esperienze Territoriali Significative,PCTO presso Cooperative Sociali del Territorio,PCTO/Alternanza | Inclusione e BES | Orientamento | Cittadinanza e Legalità
PCTO/Alternanza; Arte e Creatività; Digitalizzazione; Orientamento,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Esperienze Territoriali Significative,"PCTO presso Studi Grafici, Tipografie, Studi Fotografici, Agenzie Web",PCTO/Alternanza | Arte e Creatività | Digitalizzazione | Orientamento
PCTO/Alternanza; Orientamento; Imprenditorialità,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Esperienze Territoriali Significative,"PCTO presso Studi Professionali, Agenzie di Servizi e CAF, Agenzie Assicurazioni",PCTO/Alternanza | Orientamento | Imprenditorialità
Arte e Creatività; Digitalizzazione; PCTO/Alternanza; Orientamento,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Corsi Professionalizzanti di Grafica Digitale (Bitmap e Vettoriale),Arte e Creatività | Digitalizzazione | PCTO/Alternanza | Orientamento
Arte e Creatività; Digitalizzazione; PCTO/Alternanza; Orientamento,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Corso di Illustrazione Digitale con Tavoletta Grafica e Procreate,Arte e Creatività | Digitalizzazione | PCTO/Alternanza | Orientamento
Orientamento; Lingue Straniere; Arte e Creatività; PCTO/Alternanza; Continuità e Accoglienza,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Organizzazione itinerario turistico guidato da studenti,Orientamento | Lingue Straniere | Arte e Creatività | PCTO/Alternanza | Continuità e Accoglienza
Sport e Benessere; Prevenzione Disagio; Cittadinanza e Legalità; Rapporti con Famiglie,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Laboratori sui Disturbi del Comportamento Alimentare,Sport e Benessere | Prevenzione Disagio | Cittadinanza e Legalità | Rapporti con Famiglie
Lingue Straniere; Orientamento; Intercultura e Lingue,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Campionato Nazionale delle Lingue (Spagnolo),Lingue Straniere | Orientamento | Intercultura
Continuità e Accoglienza; Inclusione e BES; Orientamento; Rapporti con Famiglie,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Buone Pratiche per l'Inclusione,Azioni di accoglienza e integrazione per favorire l'inserimento scolastico,Continuità e Accoglienza | Inclusione e BES | Orientamento | Rapporti con Famiglie
Orientamento; Inclusione e BES; PCTO/Alternanza; Prevenzione Disagio,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Progetti e Attività Esemplari,Progetto FIxO YEI per NEET,Orientamento | Inclusione e BES | PCTO/Alternanza | Prevenzione Disagio
Inclusione e BES; Prevenzione Disagio; Valutazione e Autovalutazione,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Buone Pratiche per l'Inclusione,Supporto personalizzato per studenti a rischio dispersione (PNRR),Inclusione e BES | Prevenzione Disagio | Valutazione e Autovalutazione
Inclusione e BES; Valutazione e Autovalutazione,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Buone Pratiche per l'Inclusione,Verifiche differenziate e personalizzate per BES,Inclusione e BES | Valutazione e Autovalutazione
PCTO/Alternanza; Inclusione e BES,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Buone Pratiche per l'Inclusione,PCTO specifici per alunni con disabilità,PCTO/Alternanza | Inclusione e BES
Orientamento; Continuità e Accoglienza,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Partnership e Collaborazioni Strategiche,Collaborazioni con Atenei per orientamento post-diploma,Orientamento | Continuità e Accoglienza
Inclusione e BES; Orientamento; Formazione Docenti; Valutazione e Autovalutazione,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Azioni di Sistema e Governance,"Funzioni Strumentali per Inclusione, Orientamento e Aggiornamento",Inclusione e BES | Orientamento | Formazione Docenti | Valutazione e Autovalutazione
Orientamento; Continuità e Accoglienza; Rapporti con Famiglie,Lazio,Roma,Angelo Frammartino,RMIS08700Q,II Grado,"Liceo, Tecnico",Azioni di Sistema e Governance,Coordinamento Orientamento di Rete,Orientamento | Continuità e Accoglienza | Rapporti con Famiglie
PCTO/Alternanza; Cittadinanza e Legalità; Sostenibilità e Ambiente; Intercultura e Lingue; Prevenzione Disagio; Continuità e Accoglienza,Lazio,Roma,"Polo Liceale ""Alighieri - Caravillani""",RMIS12800R,II Grado,"Liceo, Professionale, Tecnico",Partnership e Collaborazioni Strategiche,Collaborazioni con Enti e Istituzioni del territorio,PCTO/Alternanza | Cittadinanza e Legalità | Sostenibilità e Ambiente | Intercultura | Prevenzione Disagio | Continuità e Accoglienza
Orientamento; Valutazione e Autovalutazione; PCTO/Alternanza,Lazio,Roma,"Polo Liceale ""Alighieri - Caravillani""",RMIS12800R,II Grado,"Liceo, Professionale, Tecnico",Azioni di Sistema e Governance,E-Portfolio Personale dello Studente,Orientamento | Valutazione e Autovalutazione | PCTO/Alternanza
Orientamento; Rapporti con Famiglie; Formazione Docenti,Lazio,Roma,"Polo Liceale ""Alighieri - Caravillani""",RMIS12800R,II Grado,"Liceo, Professionale, Tecnico",Azioni di Sistema e Governance,Ruolo del Docente Orientatore e Tutor,Orientamento | Rapporti con Famiglie | Formazione Docenti
Orientamento; PCTO/Alternanza; Cittadinanza e Legalità,Lazio,Roma,"Polo Liceale ""Alighieri - Caravillani""",RMIS12800R,II Grado,"Liceo, Professionale, Tecnico",Metodologie Didattiche Innovative,Didattica Orientativa Disciplinare,Orientamento | PCTO/Alternanza | Cittadinanza e Legalità
Orientamento; Cittadinanza e Legalità; Arte e Creatività,Lazio,Roma,"Polo Liceale ""Alighieri - Caravillani""",RMIS12800R,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Proiezione film con riflessione critica,Orientamento | Cittadinanza e Legalità | Arte e Creatività
Orientamento; Inclusione e BES; Matematica e Logica,Lazio,Roma,"Polo Liceale ""Alighieri - Caravillani""",RMIS12800R,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Lavoro di gruppo per valorizzare competenze,Orientamento | Inclusione e BES | Matematica e Logica
PCTO/Alternanza; Orientamento; Cittadinanza e Legalità,Lazio,Roma,"Polo Liceale ""Alighieri - Caravillani""",RMIS12800R,II Grado,"Liceo, Professionale, Tecnico",Partnership e Collaborazioni Strategiche,Stage presso Iii Municipio,PCTO/Alternanza | Orientamento | Cittadinanza e Legalità
Sostenibilità e Ambiente; Digitalizzazione; PCTO/Alternanza,Lazio,Roma,"Polo Liceale ""Alighieri - Caravillani""",RMIS12800R,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,PCTO Educazione Digitale: Zero Co2,Sostenibilità e Ambiente | Digitalizzazione | PCTO/Alternanza
Imprenditorialità; PCTO/Alternanza; Orientamento,Lazio,Roma,"Polo Liceale ""Alighieri - Caravillani""",RMIS12800R,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,PCTO Lazio Innova: Startupper School Academy,Imprenditorialità | PCTO/Alternanza | Orientamento
Sostenibilità e Ambiente; Cittadinanza e Legalità,Lazio,Roma,"Polo Liceale ""Alighieri - Caravillani""",RMIS12800R,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Attività laboratoriali verdi per la consapevolezza ambientale,Sostenibilità e Ambiente | Cittadinanza e Legalità
Formazione Docenti; Inclusione e BES; Orientamento; Digitalizzazione,Lazio,Roma,"Polo Liceale ""Alighieri - Caravillani""",RMIS12800R,II Grado,"Liceo, Professionale, Tecnico",Azioni di Sistema e Governance,Staff del DS e Funzioni Strumentali,Formazione Docenti | Inclusione e BES | Orientamento | Digitalizzazione
Orientamento; Valutazione e Autovalutazione; PCTO/Alternanza,Lazio,Roma,"Polo Liceale ""Alighieri - Caravillani""",RMIS12800R,II Grado,"Liceo, Professionale, Tecnico",Azioni di Sistema e Governance,Docente Tutor e Docente Orientatore,Orientamento | Valutazione e Autovalutazione | PCTO/Alternanza
Digitalizzazione; Lingue Straniere; Formazione Docenti; Orientamento,Lazio,Roma,"Polo Liceale ""Alighieri - Caravillani""",RMIS12800R,II Grado,"Liceo, Professionale, Tecnico",Partnership e Collaborazioni Strategiche,"Reti e Convenzioni (ECDL, Trinity, Cisco, etc.)",Digitalizzazione | Lingue Straniere | Formazione Docenti | Orientamento
Orientamento; Rapporti con Famiglie; Continuità e Accoglienza,Lazio,Roma,Via S. Maria Delle Fornaci 1,RMMM847016,I Grado,I Grado,Partnership e Collaborazioni Strategiche,Collaborazione con enti e associazioni per servizi pomeridiani,Orientamento | Rapporti con Famiglie | Continuità e Accoglienza
Arte e Creatività; Orientamento,Lazio,Roma,Via S. Maria Delle Fornaci 1,RMMM847016,I Grado,I Grado,Progetti e Attività Esemplari,Prova orientativo-attitudinale per indirizzo musicale,Musica e Teatro | Orientamento
Arte e Creatività; Cittadinanza e Legalità,Lazio,Roma,Via S. Maria Delle Fornaci 1,RMMM847016,I Grado,I Grado,Partnership e Collaborazioni Strategiche,Collaborazione con Poli ad orientamento artistico e performativo,Arte e Creatività | Musica e Teatro | Cittadinanza e Legalità
Orientamento; Rapporti con Famiglie; STEM e Ricerca,Lazio,Roma,Via S. Maria Delle Fornaci 1,RMMM847016,I Grado,I Grado,Progetti e Attività Esemplari,Modulo di orientamento formativo per classi terze,Orientamento | Rapporti con Famiglie | STEM e Ricerca
Orientamento; Inclusione e BES; Lingue Straniere; Arte e Creatività; Sport e Benessere; Lettura e Scrittura; Cittadinanza e Legalità; Intercultura e Lingue,Lazio,Roma,Goffredo Petrassi,RMMM8F401X,I Grado,I Grado,Partnership e Collaborazioni Strategiche,Progetto 'Scuola in Servizio' con il Comune di Roma,Orientamento | Inclusione e BES | Lingue Straniere | Arte e Creatività | Musica e Teatro | Sport e Benessere | Lettura e Scrittura | Cittadinanza e Legalità | Intercultura
STEM e Ricerca; Orientamento; Digitalizzazione,Lazio,Roma,Goffredo Petrassi,RMMM8F401X,I Grado,I Grado,Progetti e Attività Esemplari,Progetto STEM LAB per Didattica Laboratoriale e Orientamento Futuro,STEM e Ricerca | Orientamento | Digitalizzazione
STEM e Ricerca; Matematica e Logica; Digitalizzazione; Orientamento,Lazio,Roma,Goffredo Petrassi,RMMM8F401X,I Grado,I Grado,Progetti e Attività Esemplari,Potenziamento STEM e Multilinguistico con Robotica Educativa,STEM e Ricerca | Matematica e Logica | Digitalizzazione | Orientamento
Inclusione e BES; Intercultura e Lingue; Prevenzione Disagio; Orientamento; Rapporti con Famiglie,Lazio,Roma,Goffredo Petrassi,RMMM8F401X,I Grado,I Grado,Progetti e Attività Esemplari,Tutoraggio Individuale e di Gruppo per Supporto Disciplinare e Motivazionale,Inclusione e BES | Intercultura | Prevenzione Disagio | Orientamento | Rapporti con Famiglie
STEM e Ricerca; Matematica e Logica; Orientamento; Valutazione e Autovalutazione,Lazio,Roma,Goffredo Petrassi,RMMM8F401X,I Grado,I Grado,Progetti e Attività Esemplari,Sviluppo del Pensiero Critico e Problem Solving,STEM e Ricerca | Matematica e Logica | Orientamento | Valutazione e Autovalutazione
Lingue Straniere; Orientamento,Lazio,Roma,Goffredo Petrassi,RMMM8F401X,I Grado,I Grado,Progetti e Attività Esemplari,Corsi extracurricolari di lingua inglese con certificazioni Cambridge,Lingue Straniere | Orientamento
Orientamento; Continuità e Accoglienza; Valutazione e Autovalutazione,Lazio,Roma,Goffredo Petrassi,RMMM8F401X,I Grado,I Grado,Azioni di Sistema e Governance,Moduli di orientamento formativo (Scuola Secondaria I grado),Orientamento | Continuità e Accoglienza | Valutazione e Autovalutazione
Lettura e Scrittura; Matematica e Logica; Orientamento,Lazio,Roma,Goffredo Petrassi,RMMM8F401X,I Grado,I Grado,Progetti e Attività Esemplari,Studio Assistito per la Scuola Secondaria di Primo Grado,Lettura e Scrittura | Matematica e Logica | Orientamento
