tema,regione,provincia,scuola,codice_meccanografico,ordine_grado,tipo_scuola,categoria,titolo,ambiti_attivita
Orientamento; Digitalizzazione,Campania,Benevento,Sant'Agata De' Goti,BNPS01301P,II Grado,Liceo,Progetti e Attività Esemplari,Compilazione dell'E-Portfolio,Orientamento | Digitalizzazione
Orientamento; Imprenditorialità,Campania,Benevento,Sant'Agata De' Goti,BNPS01301P,II Grado,Liceo,Progetti e Attività Esemplari,Percorsi di orientamento universitario nelle scuole,Orientamento | Imprenditorialità
Sostenibilità e Ambiente; Orientamento,Campania,Benevento,Sant'Agata De' Goti,BNPS01301P,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Progetto 'Facciamo Luce' con Ecolamp,Sostenibilità e Ambiente | Orientamento
Sostenibilità e Ambiente; Orientamento,Campania,Benevento,Sant'Agata De' Goti,BNPS01301P,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Progetto 'A2A: Transizione energetica' con Gruppo A2A,Sostenibilità e Ambiente | Orientamento
Scienze e Ricerca; Orientamento,Campania,Benevento,Sant'Agata De' Goti,BNPS01301P,II Grado,Liceo,Progetti e Attività Esemplari,Laboratorio chimico nella vita e nella medicina,Scienze e Ricerca | Orientamento
Orientamento; Cittadinanza e Legalità,Campania,Benevento,Sant'Agata De' Goti,BNPS01301P,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Criminologia e Università con UniSannio,Orientamento | Cittadinanza e Legalità
Orientamento; Sostenibilità e Ambiente,Campania,Benevento,Sant'Agata De' Goti,BNPS01301P,II Grado,Liceo,Progetti e Attività Esemplari,Corso sull'Innovazione e Sostenibilità,Orientamento | Sostenibilità e Ambiente
Orientamento; Cittadinanza e Legalità,Campania,Benevento,Sant'Agata De' Goti,BNPS01301P,II Grado,Liceo,Progetti e Attività Esemplari,Slow Tourism - Guida Turistica Alfonsiana,Orientamento | Cittadinanza e Legalità
Orientamento; Imprenditorialità,Campania,Benevento,Sant'Agata De' Goti,BNPS01301P,II Grado,Liceo,Progetti e Attività Esemplari,Il segreto italiano - Eccellenze Aziendali,Orientamento | Imprenditorialità
Orientamento; Digitalizzazione,Campania,Benevento,Sant'Agata De' Goti,BNPS01301P,II Grado,Liceo,Partnership e Collaborazioni Strategiche,EduFin - Finanza Personale,Orientamento | Digitalizzazione
Orientamento; Arte e Creatività,Campania,Benevento,Sant'Agata De' Goti,BNPS01301P,II Grado,Liceo,Progetti e Attività Esemplari,Notte Nazionale del Liceo Classico 2025,Orientamento | Arte e Creatività
Orientamento; Inclusione e BES,Campania,Benevento,Sant'Agata De' Goti,BNPS01301P,II Grado,Liceo,Azioni di Sistema e Governance,Procedure di Recupero Strutturate,Orientamento | Inclusione e BES
Orientamento; Valutazione e Autovalutazione,Campania,Benevento,Sant'Agata De' Goti,BNPS01301P,II Grado,Liceo,Azioni di Sistema e Governance,Credito Scolastico Basato su Performance Triennale,Orientamento | Valutazione e Autovalutazione
Orientamento,Veneto,Belluno,"""A. Lollino""",BLPC01500G,II Grado,"Liceo, Primaria, Tecnico",Partnership e Collaborazioni Strategiche,Orientamento in Rete con Altre Scuole,Orientamento
Inclusione e BES; Digitalizzazione; Orientamento,Campania,Benevento,"""Carafa-Giustiniani"" Cerreto S.",BNTF02202L,II Grado,Tecnico,Progetti e Attività Esemplari,Recupero e Potenziamento Personalizzato,Inclusione e BES | Digitalizzazione | Orientamento
Lingue Straniere; Digitalizzazione; Orientamento,Campania,Benevento,"""Carafa-Giustiniani"" Cerreto S.",BNTF02202L,II Grado,Tecnico,Progetti e Attività Esemplari,Certificazioni Europee e Competenze Trasversali,Lingue Straniere | Digitalizzazione | Orientamento
Lingue Straniere; Orientamento; Digitalizzazione,Campania,Benevento,"""Carafa-Giustiniani"" Cerreto S.",BNTF02202L,II Grado,Tecnico,Metodologie Didattiche Innovative,Didattica per Competenze e CLIL,Lingue Straniere | Orientamento | Digitalizzazione
Orientamento; Inclusione e BES,Campania,Benevento,"""Carafa-Giustiniani"" Cerreto S.",BNTF02202L,II Grado,Tecnico,Metodologie Didattiche Innovative,Applicazione di Cooperative Learning e Peer Education,Orientamento | Inclusione e BES
Orientamento; Digitalizzazione,Campania,Benevento,"""Carafa-Giustiniani"" Cerreto S.",BNTF02202L,II Grado,Tecnico,Progetti e Attività Esemplari,Certificazioni Informatiche IT-Security,Orientamento | Digitalizzazione
Inclusione e BES; Orientamento,Campania,Benevento,"""Carafa-Giustiniani"" Cerreto S.",BNTF02202L,II Grado,Tecnico,Buone Pratiche per l'Inclusione,Corsi serali per studenti con interruzione scolastica,Inclusione e BES | Orientamento
Orientamento; Digitalizzazione,Campania,Benevento,"""Carafa-Giustiniani"" Cerreto S.",BNTF02202L,II Grado,Tecnico,Progetti e Attività Esemplari,PCTO a Distanza con Esperti Internazionali,Orientamento | Digitalizzazione
Orientamento; Valutazione e Autovalutazione,Campania,Benevento,"""Carafa-Giustiniani"" Cerreto S.",BNTF02202L,II Grado,Tecnico,Progetti e Attività Esemplari,Modulo di Orientamento con Laboratori e Test,Orientamento | Valutazione e Autovalutazione
Orientamento; PCTO/Alternanza,Campania,Benevento,"""Carafa-Giustiniani"" Cerreto S.",BNTF02202L,II Grado,Tecnico,Azioni di Sistema e Governance,Monitoraggio e Valutazione Continua,Orientamento | PCTO/Alternanza
Sostenibilità e Ambiente; Orientamento,Campania,Benevento,"""Carafa-Giustiniani"" Cerreto S.",BNTF02202L,II Grado,Tecnico,Progetti e Attività Esemplari,PCTO Esperto di Sviluppo Sostenibile,Sostenibilità e Ambiente | Orientamento
Arte e Creatività; Orientamento,Campania,Benevento,"""Carafa-Giustiniani"" Cerreto S.",BNTF02202L,II Grado,Tecnico,Progetti e Attività Esemplari,Laboratorio Musicale Jazz 'Rinascere Liberi in Jazz',Arte e Creatività | Orientamento
Imprenditorialità; Orientamento,Campania,Benevento,"""Carafa-Giustiniani"" Cerreto S.",BNTF02202L,II Grado,Tecnico,Progetti e Attività Esemplari,Dall’Idea All’Impresa (Imprenditorialità),Imprenditorialità | Orientamento
Cittadinanza e Legalità; Orientamento,Campania,Benevento,"""Carafa-Giustiniani"" Cerreto S.",BNTF02202L,II Grado,Tecnico,Progetti e Attività Esemplari,PCTO Operatore Socio-Sanitario,Cittadinanza e Legalità | Orientamento
Orientamento; Valutazione e Autovalutazione,Campania,Benevento,"""Carafa-Giustiniani"" Cerreto S.",BNTF02202L,II Grado,Tecnico,Azioni di Sistema e Governance,Valutazione Competenze PCTO,Orientamento | Valutazione e Autovalutazione
Inclusione e BES,Campania,Benevento,"""Carafa-Giustiniani"" Cerreto S.",BNTF02202L,II Grado,Tecnico,Buone Pratiche per l'Inclusione,Sportello BES per Supporto Personalizzato,Inclusione e BES
Orientamento; Inclusione e BES,Campania,Benevento,"""Carafa-Giustiniani"" Cerreto S.",BNTF02202L,II Grado,Tecnico,Metodologie Didattiche Innovative,Progettazione di UdA interdisciplinari,Orientamento | Inclusione e BES
Lingue Straniere; Orientamento,Puglia,Brindisi,Liceo Don Quirico Punzi Serale,BRPM040508,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Corso di Preparazione alla Certificazione PET,Lingue Straniere | Orientamento
Inclusione e BES; Orientamento,Puglia,Brindisi,Liceo Don Quirico Punzi Serale,BRPM040508,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Sportello Didattico Personalizzato,Inclusione e BES | Orientamento
Orientamento; Scienze e Ricerca,Puglia,Brindisi,Liceo Don Quirico Punzi Serale,BRPM040508,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Progetto Alpha per Test Universitari,Orientamento | Scienze e Ricerca
Orientamento; Scienze e Ricerca,Puglia,Brindisi,Liceo Don Quirico Punzi Serale,BRPM040508,II Grado,"Liceo, Professionale, Tecnico",Metodologie Didattiche Innovative,Percorsi Interdisciplinari Filosofia-Scienza,Orientamento | Scienze e Ricerca
Scienze e Ricerca; Orientamento,Puglia,Brindisi,Liceo Don Quirico Punzi Serale,BRPM040508,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Olimpiadi della Fisica Nazionali,Scienze e Ricerca | Orientamento
Orientamento; Sostenibilità e Ambiente,Puglia,Brindisi,Liceo Don Quirico Punzi Serale,BRPM040508,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Riqualificazione della Biblioteca,Orientamento | Sostenibilità e Ambiente
Orientamento; Matematica e Logica,Puglia,Brindisi,Liceo Don Quirico Punzi Serale,BRPM040508,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Preparazione Ai Test Universitari,Orientamento | Matematica e Logica
Scienze e Ricerca; Orientamento,Puglia,Brindisi,Liceo Don Quirico Punzi Serale,BRPM040508,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Giochi Della Chimica,Scienze e Ricerca | Orientamento
Lettura e Scrittura; Orientamento,Puglia,Brindisi,Liceo Don Quirico Punzi Serale,BRPM040508,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Olimpiadi di Italiano,Lettura e Scrittura | Orientamento
Orientamento; Cittadinanza e Legalità,Puglia,Brindisi,Liceo Don Quirico Punzi Serale,BRPM040508,II Grado,"Liceo, Professionale, Tecnico",Esperienze Territoriali Significative,Laboratori Creativi per il Territorio di Brindisi,Orientamento | Cittadinanza e Legalità
Orientamento; Cittadinanza e Legalità,Puglia,Brindisi,Liceo Don Quirico Punzi Serale,BRPM040508,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Progetto Orientamento in Entrata,Orientamento | Cittadinanza e Legalità
Imprenditorialità; Orientamento,Puglia,Brindisi,Liceo Don Quirico Punzi Serale,BRPM040508,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Impresa Formativa Simulata,Imprenditorialità | Orientamento
Orientamento; Internazionalizzazione,Lombardia,Brescia,Ii I.C. Di Palazzolo Sull'Oglio,BSIC84100G,II Grado,"Liceo, Professionale, Tecnico",Partnership e Collaborazioni Strategiche,Doppio Diploma Italia-USA,Orientamento | Internazionalizzazione
Orientamento; Scienze e Ricerca,Lombardia,Brescia,Ii I.C. Di Palazzolo Sull'Oglio,BSIC84100G,II Grado,"Liceo, Professionale, Tecnico",Metodologie Didattiche Innovative,Didattica laboratoriale e approcci innovativi,Orientamento | Scienze e Ricerca
Inclusione e BES; Orientamento,Lombardia,Brescia,Ii I.C. Di Palazzolo Sull'Oglio,BSIC84100G,II Grado,"Liceo, Professionale, Tecnico",Buone Pratiche per l'Inclusione,Formazione su didattica inclusiva e PDP per DSA/BES,Inclusione e BES | Orientamento
Digitalizzazione; Orientamento,Lombardia,Brescia,Liceo Classico Quadriennale Madonna Della Neve,BSPC12500Q,II Grado,"I Grado, Liceo, Primaria",Metodologie Didattiche Innovative,Didattica per Ambienti di Apprendimento (DAdA),Digitalizzazione | Orientamento
Digitalizzazione; Orientamento,Lombardia,Brescia,Liceo Classico Quadriennale Madonna Della Neve,BSPC12500Q,II Grado,"I Grado, Liceo, Primaria",Metodologie Didattiche Innovative,Didattica Digitale con G-Suite e Google Classroom,Digitalizzazione | Orientamento
Lingue Straniere; Orientamento,Lombardia,Brescia,Liceo Classico Quadriennale Madonna Della Neve,BSPC12500Q,II Grado,"I Grado, Liceo, Primaria",Metodologie Didattiche Innovative,Metodologia CLIL (Content and Language Integrated Learning),Lingue Straniere | Orientamento
Lingue Straniere; Orientamento,Lombardia,Brescia,Liceo Classico Quadriennale Madonna Della Neve,BSPC12500Q,II Grado,"I Grado, Liceo, Primaria",Metodologie Didattiche Innovative,Moduli CLIL in materie non linguistiche,Lingue Straniere | Orientamento
Imprenditorialità; Orientamento,Lombardia,Brescia,Liceo Classico Quadriennale Madonna Della Neve,BSPC12500Q,II Grado,"I Grado, Liceo, Primaria",Partnership e Collaborazioni Strategiche,Moduli di Diritto e Strategia d'Impresa con aziende locali,Imprenditorialità | Orientamento
Cittadinanza e Legalità; Orientamento,Lombardia,Brescia,Liceo Classico Quadriennale Madonna Della Neve,BSPC12500Q,II Grado,"I Grado, Liceo, Primaria",Progetti e Attività Esemplari,Assemblee Studentesche Mensili,Cittadinanza e Legalità | Orientamento
Orientamento; Intercultura,Lombardia,Brescia,Liceo Classico Quadriennale Madonna Della Neve,BSPC12500Q,II Grado,"I Grado, Liceo, Primaria",Partnership e Collaborazioni Strategiche,Collaborazioni con Università e Agenzie Internazionali,Orientamento | Intercultura
Orientamento; Intercultura,Lombardia,Brescia,Liceo Classico Quadriennale Madonna Della Neve,BSPC12500Q,II Grado,"I Grado, Liceo, Primaria",Progetti e Attività Esemplari,Mobilità Internazionale Strutturata,Orientamento | Intercultura
PCTO/Alternanza; Orientamento,Lombardia,Brescia,"(Sez. Ass. I.S. ""Carlo Beretta"")",BSPS00601V,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Collaborazioni con Imprese e Associazioni per PCTO,PCTO/Alternanza | Orientamento
Orientamento; Imprenditorialità,Lombardia,Brescia,"(Sez. Ass. I.S. ""Carlo Beretta"")",BSPS00601V,II Grado,Liceo,Progetti e Attività Esemplari,Corso di Lavorazione Armi Sportive,Orientamento | Imprenditorialità
Lingue Straniere; Orientamento,Lombardia,Brescia,"(Sez. Ass. I.S. ""Carlo Beretta"")",BSPS00601V,II Grado,Liceo,Progetti e Attività Esemplari,Internazionalizzazione con Erasmus+ e CLIL,Lingue Straniere | Orientamento
Orientamento; Imprenditorialità,Lombardia,Brescia,"(Sez. Ass. I.S. ""Carlo Beretta"")",BSPS00601V,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Collaborazione ITS Meccatronica con Fondazione AIB e Beretta,Orientamento | Imprenditorialità
Orientamento; Cittadinanza e Legalità,Lombardia,Brescia,"(Sez. Ass. I.S. ""Carlo Beretta"")",BSPS00601V,II Grado,Liceo,Progetti e Attività Esemplari,Curricolo 'Made in Italy' per Industria e Artigianato,Orientamento | Cittadinanza e Legalità
Orientamento; Educazione Civica,Lombardia,Brescia,"(Sez. Ass. I.S. ""Carlo Beretta"")",BSPS00601V,II Grado,Liceo,Progetti e Attività Esemplari,Impresa Formativa Simulata,Orientamento | Educazione Civica
Orientamento; Imprenditorialità,Lombardia,Brescia,"(Sez. Ass. I.S. ""Carlo Beretta"")",BSPS00601V,II Grado,Liceo,Progetti e Attività Esemplari,Commissione IeFP (Istruzione e Formazione Professionale),Orientamento | Imprenditorialità
Orientamento; Cittadinanza e Legalità,Lombardia,Brescia,Istituto Comprensivo Di Nave,BSIC85300T,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Percorso Orientativo 'Dare casa al futuro',Orientamento | Cittadinanza e Legalità
Orientamento; Cittadinanza e Legalità,Lombardia,Brescia,Istituto Comprensivo Di Nave,BSIC85300T,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Orientamento con psicologi e test attitudinali,Orientamento | Cittadinanza e Legalità
Continuità e Accoglienza; Orientamento,Lombardia,Brescia,Istituto Comprensivo Di Nave,BSIC85300T,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Continuità Scuola Primaria-Secondaria,Continuità e Accoglienza | Orientamento
Lingue Straniere; Orientamento,Lombardia,Brescia,Ghedi Servizi Socio Sanitari,BSRC00901V,II Grado,"Liceo, Professionale, Tecnico",Metodologie Didattiche Innovative,Applicazione della Metodologia CLIL,Lingue Straniere | Orientamento
Orientamento; Cittadinanza e Legalità; Scienze e Ricerca,Lombardia,Brescia,Ghedi Servizi Socio Sanitari,BSRC00901V,II Grado,"Liceo, Professionale, Tecnico",Metodologie Didattiche Innovative,Unità di Apprendimento Multidisciplinari,Orientamento | Cittadinanza e Legalità | Scienze e Ricerca
Orientamento; Digitalizzazione,Lombardia,Brescia,Ghedi Servizi Socio Sanitari,BSRC00901V,II Grado,"Liceo, Professionale, Tecnico",Partnership e Collaborazioni Strategiche,Rete Nazionale Licei Economico-Sociali,Orientamento | Digitalizzazione
Intercultura; Orientamento; Cittadinanza e Legalità,Lombardia,Brescia,Ghedi Servizi Socio Sanitari,BSRC00901V,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Mobilità internazionale con Patto Formativo,Intercultura | Orientamento | Cittadinanza e Legalità
Orientamento; Imprenditorialità; Sostenibilità e Ambiente,Lombardia,Brescia,Ghedi Servizi Socio Sanitari,BSRC00901V,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Credito scolastico e formativo integrato,Orientamento | Imprenditorialità | Sostenibilità e Ambiente
Orientamento; PCTO/Alternanza,Lombardia,Brescia,Ghedi Servizi Socio Sanitari,BSRC00901V,II Grado,"Liceo, Professionale, Tecnico",Esperienze Territoriali Significative,Alternanza Scuola-Mondo del Lavoro,Orientamento | PCTO/Alternanza
Continuità e Accoglienza,Lombardia,Brescia,Ghedi Servizi Socio Sanitari,BSRC00901V,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Progetto Accoglienza Classi Prime,Continuità e Accoglienza
Orientamento; Intercultura,Lombardia,Brescia,Ghedi Servizi Socio Sanitari,BSRC00901V,II Grado,"Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Progetto Orientamento in Ingresso,Orientamento | Intercultura
Valutazione e Autovalutazione; Orientamento,Lombardia,Brescia,"Liceo Scientifico ""Don Bosco""",BSPS08500V,II Grado,"I Grado, Liceo, Professionale, Tecnico",Azioni di Sistema e Governance,Commissione PTOF per la progettazione partecipata,Valutazione e Autovalutazione | Orientamento
Orientamento; PCTO/Alternanza,Lombardia,Brescia,"Liceo Scientifico ""Don Bosco""",BSPS08500V,II Grado,"I Grado, Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Referente PCTO per competenze trasversali,Orientamento | PCTO/Alternanza
Orientamento; PCTO/Alternanza,Lombardia,Brescia,"Liceo Scientifico ""Don Bosco""",BSPS08500V,II Grado,"I Grado, Liceo, Professionale, Tecnico",Partnership e Collaborazioni Strategiche,Collaborazione con Università e Agenzie per Orientamento,Orientamento | PCTO/Alternanza
Scienze e Ricerca; Orientamento,Lombardia,Brescia,"Liceo Scientifico ""Don Bosco""",BSPS08500V,II Grado,"I Grado, Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Progetti di Cultura Scientifica con Scuole del Territorio,Scienze e Ricerca | Orientamento
Orientamento; Cittadinanza e Legalità,Lombardia,Brescia,"Liceo Scientifico ""Don Bosco""",BSPS08500V,II Grado,"I Grado, Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Orientamento con Test Attitudinali e Simulazioni,Orientamento | Cittadinanza e Legalità
Digitalizzazione; Orientamento,Lombardia,Brescia,"Liceo Scientifico ""Don Bosco""",BSPS08500V,II Grado,"I Grado, Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Corso di Robotica con Azienda Partner,Digitalizzazione | Orientamento
Orientamento; Scienze e Ricerca,Lombardia,Brescia,"Liceo Scientifico ""Don Bosco""",BSPS08500V,II Grado,"I Grado, Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Compiti di Realtà per l'Orientamento,Orientamento | Scienze e Ricerca
Orientamento; Digitalizzazione,Lombardia,Brescia,"Liceo Scientifico ""Don Bosco""",BSPS08500V,II Grado,"I Grado, Liceo, Professionale, Tecnico",Partnership e Collaborazioni Strategiche,Tirocini PCTO Estero con Aziende Europee,Orientamento | Digitalizzazione
Orientamento; Scienze e Ricerca; Lingue Straniere,Lombardia,Brescia,"Liceo Scientifico ""Don Bosco""",BSPS08500V,II Grado,"I Grado, Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Potenziamento Disciplinare e Eccellenza,Orientamento | Scienze e Ricerca | Lingue Straniere
PCTO/Alternanza; Orientamento,Lombardia,Brescia,"Liceo Scientifico ""Don Bosco""",BSPS08500V,II Grado,"I Grado, Liceo, Professionale, Tecnico",Partnership e Collaborazioni Strategiche,Protocollo Tecnico Salute e Sicurezza Lavoro,PCTO/Alternanza | Orientamento
Matematica e Logica; Orientamento,Lombardia,Brescia,"Liceo Scientifico ""Don Bosco""",BSPS08500V,II Grado,"I Grado, Liceo, Professionale, Tecnico",Metodologie Didattiche Innovative,Progetti Matematica Applicata (Geometria nella Realtà),Matematica e Logica | Orientamento
Scienze e Ricerca; Orientamento,Lombardia,Brescia,"Liceo Scientifico ""Don Bosco""",BSPS08500V,II Grado,"I Grado, Liceo, Professionale, Tecnico",Progetti e Attività Esemplari,Modulo Chimica Analitica (Acqua: Solvente e Risorsa),Scienze e Ricerca | Orientamento
Orientamento; Digitalizzazione,Lombardia,Brescia,"Orzinuovi (Sez.Ass.I.S.""Cossali"")",BSTF013014,II Grado,Tecnico,Azioni di Sistema e Governance,Coordinamento Dipartimenti con Integrazione IA,Orientamento | Digitalizzazione
Orientamento; Scienze e Ricerca,Sardegna,Cagliari,I.C. Settimo S. Pietro,CAIC84700T,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Metodologie Didattiche Innovative,Didattica per Competenze e Cooperative Learning,Orientamento | Scienze e Ricerca
Lingue Straniere; Orientamento,Sardegna,Cagliari,I.C. Settimo S. Pietro,CAIC84700T,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Potenziamento Lingue Straniere con CLIL,Lingue Straniere | Orientamento
Prevenzione Disagio; Inclusione e BES,Sardegna,Cagliari,I.C. Settimo S. Pietro,CAIC84700T,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Buone Pratiche per l'Inclusione,Progetto MotivAzione per Studenti a Rischio,Prevenzione Disagio | Inclusione e BES
Orientamento; Scienze e Ricerca,Sardegna,Cagliari,I.C. Settimo S. Pietro,CAIC84700T,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Progetto MotivAzione,Orientamento | Scienze e Ricerca
Inclusione e BES; Orientamento; Prevenzione Disagio,Sardegna,Cagliari,I.C. Settimo S. Pietro,CAIC84700T,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Progetto MotivAzione - Prevenzione dispersione,Inclusione e BES | Orientamento | Prevenzione Disagio
Lingue Straniere; Orientamento,Sardegna,Sud Sardegna,"Villasor ""E.Puxeddu""",CAIC840003,"I Grado, II Grado, Infanzia","I Grado, Infanzia, Professionale",Metodologie Didattiche Innovative,Implementazione CLIL per competenze linguistiche,Lingue Straniere | Orientamento
PCTO/Alternanza; Orientamento,Sardegna,Sud Sardegna,"Villasor ""E.Puxeddu""",CAIC840003,"I Grado, II Grado, Infanzia","I Grado, Infanzia, Professionale",Progetti e Attività Esemplari,Progetti di Alternanza Scuola-Lavoro,PCTO/Alternanza | Orientamento
Lingue Straniere; Orientamento,Sardegna,Cagliari,I.C Sinnai N.1 - 2,CAIC890004,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Metodologie Didattiche Innovative,Applicazione della metodologia CLIL,Lingue Straniere | Orientamento
Continuità e Accoglienza; Orientamento,Sardegna,Cagliari,I.C Sinnai N.1 - 2,CAIC890004,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Azioni di Sistema e Governance,Piano di Continuità e Orientamento,Continuità e Accoglienza | Orientamento
Orientamento; Prevenzione Disagio,Sardegna,Cagliari,I.C Sinnai N.1 - 2,CAIC890004,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Progetti e Attività Esemplari,Percorsi di Mentoring per Studenti a Rischio,Orientamento | Prevenzione Disagio
Valutazione e Autovalutazione; Orientamento,Sardegna,Cagliari,I.C Sinnai N.1 - 2,CAIC890004,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Azioni di Sistema e Governance,Valutazione Descrittiva con Livelli di Apprendimento,Valutazione e Autovalutazione | Orientamento
Valutazione e Autovalutazione; Orientamento,Sardegna,Cagliari,I.C Sinnai N.1 - 2,CAIC890004,"Comprensivo, I Grado, II Grado, Infanzia, Primaria","I Grado, Infanzia, Primaria, Professionale",Azioni di Sistema e Governance,Formula Matematica per Voto di Ammissione all'Esame di Stato,Valutazione e Autovalutazione | Orientamento
Orientamento; Competenze Trasversali,Sardegna,Sud Sardegna,Iglesias,CASL013016,II Grado,Liceo,Metodologie Didattiche Innovative,Apprendimento cooperativo e problem-based learning,Orientamento | Competenze Trasversali
Orientamento; Digitalizzazione,Campania,Caserta,Ls Enrico Fermi Aversa,CEPS02000T,II Grado,Liceo,Metodologie Didattiche Innovative,Didattica per Competenze e Innovazione,Orientamento | Digitalizzazione
Orientamento; Scienze e Ricerca,Campania,Caserta,Ls Enrico Fermi Aversa,CEPS02000T,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Collaborazione con Università Vanvitelli,Orientamento | Scienze e Ricerca
Orientamento; Scienze e Ricerca,Campania,Caserta,Ls Enrico Fermi Aversa,CEPS02000T,II Grado,Liceo,Progetti e Attività Esemplari,Training Test Biomedico per Orientamento,Orientamento | Scienze e Ricerca
Orientamento; Sostenibilità e Ambiente,Campania,Caserta,Ls Enrico Fermi Aversa,CEPS02000T,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Liceo TrED con Faculty Estesa,Orientamento | Sostenibilità e Ambiente
Orientamento; Matematica e Logica; Scienze e Ricerca,Campania,Caserta,Ls Enrico Fermi Aversa,CEPS02000T,II Grado,Liceo,Metodologie Didattiche Innovative,Training Test Biomedico,Orientamento | Matematica e Logica | Scienze e Ricerca
Intercultura; Orientamento,Campania,Caserta,Ls Enrico Fermi Aversa,CEPS02000T,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Programmi di Studio All'Estero,Intercultura | Orientamento
Orientamento; Prevenzione Disagio,Campania,Caserta,Ls Enrico Fermi Aversa,CEPS02000T,II Grado,Liceo,Partnership e Collaborazioni Strategiche,Progetto PNRR-F3 'L’Unione Fa La Forza',Orientamento | Prevenzione Disagio
PCTO/Alternanza; Orientamento,Sardegna,Sud Sardegna,I.T.I. Serale - Serramanna,CATF009504,II Grado,Tecnico,Progetti e Attività Esemplari,Progetti di Alternanza Scuola-Lavoro,PCTO/Alternanza | Orientamento
Orientamento; Digitalizzazione,Campania,Caserta,Leonardo Da Vinci - Corso Serale,CETD047514,II Grado,Tecnico,Metodologie Didattiche Innovative,Classi Aperte e Gruppi di Livello,Orientamento | Digitalizzazione
Governance; Orientamento,Campania,Caserta,Leonardo Da Vinci - Corso Serale,CETD047514,II Grado,Tecnico,Azioni di Sistema e Governance,Costruzione partecipata del PTOF,Governance | Orientamento
Orientamento; Digitalizzazione,Campania,Caserta,Francesco Giordani,CETF046015,II Grado,Tecnico,Progetti e Attività Esemplari,Curvatura Liceo Scienze Applicate in Data Science e Intelligenza Artificiale,Orientamento | Digitalizzazione
Digitalizzazione; Orientamento,Campania,Caserta,Francesco Giordani,CETF046015,II Grado,Tecnico,Metodologie Didattiche Innovative,Didattica Digitale con iPad e Apple TV,Digitalizzazione | Orientamento
Digitalizzazione; Orientamento,Campania,Caserta,Francesco Giordani,CETF046015,II Grado,Tecnico,Metodologie Didattiche Innovative,Classi Digitali con tecnologia Apple,Digitalizzazione | Orientamento
